id,company_name,update_day,year_change_percent
488,NISN,2020,609.7561246862306
395,RCON,2020,283.82350994744536
637,CBAT,2020,243.75001513399218
53,VIPS,2020,176.55040464624227
864,SVM,2020,168.31634731187984
768,OSN,2020,149.99999006589294
73,GDS,2020,138.98850364246587
1324,JKS,2020,137.28990615925318
695,GSX,2020,135.96674670459421
83,SPI,2020,134.01534918679675
