id,company_name,update_day,year_change_percent
455,CHNR,2015,13.87560823833189
683,MARK,2015,9.154925951446787
224,BNSO,2015,8.870968827347841
995,SGOC,2015,8.064517989739157
372,FFHL,2015,6.896555622182588
103,GURE,2015,5.45454892245206
380,MOXC,2015,5.454545454545454
32,CXDC,2015,4.844961383581868
763,OSN,2015,4.411772268178833
410,SFUN,2015,4.293628808864266
