id,company_name,update_day,year_change_percent
1291,BIMI,2019,1529.2928288267808
678,AGMH,2019,513.8123633495172
642,MOGU,2019,72.71157281319925
495,EVK,2019,60.42553761362675
1315,CJJD,2019,54.83870502565211
1140,BILI,2019,45.322242292561704
536,AMBO,2019,39.759037528921894
442,BTBT,2019,34.13043922197174
1198,BGNE,2019,33.04294440217914
1155,CPHI,2019,29.411762643437918
