id,company_name,update_day,year_change_percent
1036,SINO,2017,275.0
668,GLG,2017,230.30302351609177
997,SGOC,2017,175.73529121733458
586,TKAT,2017,167.8571474187229
278,CCRC,2017,161.90474097708397
258,YRD,2017,136.96630400609666
1390,WB,2017,131.21127276353434
1153,CPHI,2017,84.61538726056125
1005,APWC,2017,84.35374050360166
715,HTHT,2017,71.35005160521304
