id,company_name,update_day,year_change_percent
444,BTBT,2021,9007.142818369428
1194,NIO,2021,1303.6010980992094
951,SOL,2021,694.1176527305457
1076,DQ,2021,477.34375247382565
214,OIIM,2021,412.9411777905527
1142,BILI,2021,368.6528524548171
875,WNW,2021,353.7619484075237
977,FUTU,2021,350.6853466057356
638,CBAT,2021,345.45454446934474
1120,VNET,2021,342.0110074504818
