date,date,OPEN,HIGH,LOW,CLOSE,VOLUME
2014-12-31,2014-12-31,2.9000000953674316,3.0,3.0999999046325684,2.5799999237060547,619000
2015-01-02,2015-01-02,2.559999942779541,2.9000000953674316,2.9000000953674316,2.4000000953674316,358400
2015-01-05,2015-01-05,2.4600000381469727,2.5899999141693115,2.5899999141693115,2.3499999046325684,157000
2015-01-06,2015-01-06,2.3399999141693115,2.5199999809265137,2.569999933242798,2.3299999237060547,55900
2015-01-07,2015-01-07,2.4000000953674316,2.3299999237060547,2.5,2.3299999237060547,94100
2015-01-08,2015-01-08,2.640000104904175,3.0,3.200000047683716,2.609999895095825,1117900
2015-01-09,2015-01-09,2.7699999809265137,2.6600000858306885,2.890000104904175,2.6500000953674316,271000
2015-01-12,2015-01-12,3.1600000858306885,3.0199999809265137,3.2699999809265137,2.799999952316284,529400
2015-01-13,2015-01-13,2.6700000762939453,3.1700000762939453,3.240000009536743,2.5999999046325684,347700
2015-01-14,2015-01-14,2.859999895095825,2.630000114440918,2.990000009536743,2.609999895095825,137200
2015-01-15,2015-01-15,2.990000009536743,2.9100000858306885,3.0899999141693115,2.9000000953674316,307300
2015-01-16,2015-01-16,2.950000047683716,2.990000009536743,2.990000009536743,2.8499999046325684,96900
2015-01-20,2015-01-20,2.9600000381469727,2.990000009536743,3.059999942779541,2.9100000858306885,75100
2015-01-21,2015-01-21,2.7899999618530273,2.950000047683716,2.950000047683716,2.75,132300
2015-01-22,2015-01-22,2.640000104904175,2.8399999141693115,2.880000114440918,2.619999885559082,126900
2015-01-23,2015-01-23,2.6700000762939453,2.6500000953674316,2.7200000286102295,2.6500000953674316,50000
2015-01-26,2015-01-26,2.799999952316284,2.6700000762939453,2.799999952316284,2.6700000762939453,82200
2015-01-27,2015-01-27,2.7899999618530273,2.809999942779541,2.859999895095825,2.6700000762939453,40400
2015-01-28,2015-01-28,2.799999952316284,2.880000114440918,2.880000114440918,2.7100000381469727,50500
2015-01-29,2015-01-29,2.75,2.799999952316284,2.8299999237060547,2.75,27200
2015-01-30,2015-01-30,2.75,2.7799999713897705,2.809999942779541,2.6700000762939453,62500
2015-02-02,2015-02-02,2.7699999809265137,2.7100000381469727,2.7799999713897705,2.6600000858306885,14800
2015-02-03,2015-02-03,2.7699999809265137,2.799999952316284,2.819999933242798,2.6500000953674316,59700
2015-02-04,2015-02-04,2.450000047683716,2.700000047683716,2.700000047683716,2.450000047683716,132500
2015-02-05,2015-02-05,2.5299999713897705,2.4000000953674316,2.549999952316284,2.3499999046325684,50200
2015-02-06,2015-02-06,2.5799999237060547,2.490000009536743,2.6600000858306885,2.490000009536743,14400
2015-02-09,2015-02-09,2.569999933242798,2.5999999046325684,2.5999999046325684,2.5199999809265137,14000
2015-02-10,2015-02-10,2.6500000953674316,2.940000057220459,2.950000047683716,2.619999885559082,179300
2015-02-11,2015-02-11,2.559999942779541,2.7200000286102295,2.75,2.549999952316284,52600
2015-02-12,2015-02-12,2.5999999046325684,2.559999942779541,2.630000114440918,2.5199999809265137,21100
2015-02-13,2015-02-13,2.5899999141693115,2.5999999046325684,2.640000104904175,2.559999942779541,13000
2015-02-17,2015-02-17,2.75,2.799999952316284,2.8399999141693115,2.5999999046325684,233500
2015-02-18,2015-02-18,2.680000066757202,2.7899999618530273,2.7899999618530273,2.609999895095825,22200
2015-02-19,2015-02-19,2.619999885559082,2.609999895095825,2.740000009536743,2.609999895095825,24900
2015-02-20,2015-02-20,2.700000047683716,2.6700000762939453,2.7300000190734863,2.5999999046325684,54300
2015-02-23,2015-02-23,2.809999942779541,2.7200000286102295,2.809999942779541,2.680000066757202,60600
2015-02-24,2015-02-24,2.859999895095825,2.799999952316284,2.869999885559082,2.700000047683716,56700
2015-02-25,2015-02-25,2.8399999141693115,2.809999942779541,2.8499999046325684,2.7100000381469727,33400
2015-02-26,2015-02-26,3.009999990463257,2.799999952316284,3.0899999141693115,2.75,292400
2015-02-27,2015-02-27,3.0,3.0999999046325684,3.0999999046325684,2.930000066757202,181200
2015-03-02,2015-03-02,2.869999885559082,2.940000057220459,3.0999999046325684,2.8299999237060547,74600
2015-03-03,2015-03-03,2.9000000953674316,2.9000000953674316,2.9600000381469727,2.859999895095825,35600
2015-03-04,2015-03-04,2.880000114440918,2.869999885559082,2.9200000762939453,2.8299999237060547,27500
2015-03-05,2015-03-05,2.890000104904175,2.859999895095825,2.9000000953674316,2.859999895095825,10000
2015-03-06,2015-03-06,2.809999942779541,2.9000000953674316,2.9000000953674316,2.759999990463257,31600
2015-03-09,2015-03-09,2.569999933242798,2.7799999713897705,2.7799999713897705,2.5199999809265137,79100
2015-03-10,2015-03-10,2.5999999046325684,2.5399999618530273,2.759999990463257,2.5299999713897705,121800
2015-03-11,2015-03-11,2.619999885559082,2.549999952316284,2.740000009536743,2.549999952316284,20500
2015-03-12,2015-03-12,2.7100000381469727,2.609999895095825,2.7300000190734863,2.609999895095825,15200
2015-03-13,2015-03-13,2.799999952316284,2.7200000286102295,2.8399999141693115,2.7200000286102295,30100
2015-03-16,2015-03-16,2.8399999141693115,2.799999952316284,2.8499999046325684,2.7300000190734863,47700
2015-03-17,2015-03-17,2.619999885559082,2.9600000381469727,3.0399999618530273,2.619999885559082,303400
2015-03-18,2015-03-18,2.630000114440918,2.619999885559082,2.7699999809265137,2.619999885559082,17700
2015-03-19,2015-03-19,2.6500000953674316,2.630000114440918,2.7300000190734863,2.630000114440918,9600
2015-03-20,2015-03-20,2.7799999713897705,2.700000047683716,2.7899999618530273,2.700000047683716,23000
2015-03-23,2015-03-23,2.740000009536743,2.7899999618530273,2.7899999618530273,2.619999885559082,34500
2015-03-24,2015-03-24,2.7899999618530273,2.700000047683716,2.799999952316284,2.6500000953674316,11600
2015-03-25,2015-03-25,2.690000057220459,2.7799999713897705,2.7799999713897705,2.6700000762939453,13200
2015-03-26,2015-03-26,2.690000057220459,2.680000066757202,2.7200000286102295,2.6500000953674316,6000
2015-03-27,2015-03-27,2.7300000190734863,2.690000057220459,2.7899999618530273,2.690000057220459,19500
2015-03-30,2015-03-30,2.740000009536743,2.7200000286102295,2.7799999713897705,2.680000066757202,6000
2015-03-31,2015-03-31,2.819999933242798,2.7200000286102295,2.8299999237060547,2.7200000286102295,24400
2015-04-01,2015-04-01,2.7699999809265137,2.8499999046325684,2.8499999046325684,2.7200000286102295,41700
2015-04-02,2015-04-02,3.0999999046325684,2.799999952316284,3.3399999141693115,2.690000057220459,384900
2015-04-06,2015-04-06,3.25,3.2300000190734863,3.25,2.9800000190734863,327000
2015-04-07,2015-04-07,3.119999885559082,3.25,3.2799999713897705,3.059999942779541,434400
