date,date,OPEN,HIGH,LOW,CLOSE,VOLUME
2014-12-31,2014-12-31,5.26800012588501,5.050000190734863,5.420000076293945,5.013999938964844,427000
2015-01-02,2015-01-02,5.093999862670898,5.357999801635742,5.357999801635742,4.960000038146973,510500
2015-01-05,2015-01-05,4.665999889373779,5.035999774932861,5.079999923706055,4.659999847412109,567500
2015-01-06,2015-01-06,4.360000133514404,4.682000160217285,4.745999813079834,4.164000034332275,819000
2015-01-07,2015-01-07,4.533999919891357,4.489999771118164,4.679999828338623,4.4019999504089355,331500
2015-01-08,2015-01-08,4.7779998779296875,4.677999973297119,4.789999961853027,4.556000232696533,393500
2015-01-09,2015-01-09,4.796000003814697,4.75600004196167,4.835999965667725,4.604000091552734,421000
2015-01-12,2015-01-12,4.349999904632568,4.760000228881836,4.760000228881836,4.309999942779541,730000
2015-01-13,2015-01-13,4.480000019073486,4.400000095367432,4.645999908447266,4.300000190734863,470500
2015-01-14,2015-01-14,4.599999904632568,4.3979997634887695,4.599999904632568,4.3480000495910645,322000
2015-01-15,2015-01-15,4.300000190734863,4.6579999923706055,4.6579999923706055,4.228000164031982,325500
2015-01-16,2015-01-16,4.0980000495910645,4.320000171661377,4.3520002365112305,4.001999855041504,556500
2015-01-20,2015-01-20,3.6459999084472656,4.085999965667725,4.099999904632568,3.5399999618530273,1030500
2015-01-21,2015-01-21,3.8459999561309814,3.630000114440918,3.8559999465942383,3.5920000076293945,251000
2015-01-22,2015-01-22,3.921999931335449,3.940000057220459,3.940000057220459,3.759999990463257,229000
2015-01-23,2015-01-23,3.865999937057495,3.950000047683716,3.9719998836517334,3.7739999294281006,265500
2015-01-26,2015-01-26,3.871999979019165,3.9000000953674316,4.010000228881836,3.803999900817871,193000
2015-01-27,2015-01-27,3.9619998931884766,3.8459999561309814,4.019999980926514,3.7899999618530273,167500
2015-01-28,2015-01-28,3.9059998989105225,3.936000108718872,4.007999897003174,3.888000011444092,389000
2015-01-29,2015-01-29,3.8420000076293945,3.9519999027252197,3.9700000286102295,3.7860000133514404,255000
2015-01-30,2015-01-30,3.936000108718872,3.7839999198913574,4.0,3.7839999198913574,172500
2015-02-02,2015-02-02,4.579999923706055,3.9800000190734863,4.677999973297119,3.871999979019165,578000
2015-02-03,2015-02-03,4.668000221252441,4.668000221252441,4.900000095367432,4.584000110626221,512500
2015-02-04,2015-02-04,4.372000217437744,4.650000095367432,4.796000003814697,4.360000133514404,844000
2015-02-05,2015-02-05,3.9639999866485596,4.27400016784668,4.291999816894531,3.8380000591278076,2007500
2015-02-06,2015-02-06,3.9839999675750732,4.015999794006348,4.159999847412109,3.9639999866485596,453000
2015-02-09,2015-02-09,3.9779999256134033,3.9119999408721924,4.039999961853027,3.8499999046325684,299000
2015-02-10,2015-02-10,3.9119999408721924,3.9800000190734863,4.007999897003174,3.8399999141693115,327000
2015-02-11,2015-02-11,3.946000099182129,3.940000057220459,4.0,3.7739999294281006,203500
2015-02-12,2015-02-12,4.25,3.930000066757202,4.458000183105469,3.921999931335449,920000
2015-02-13,2015-02-13,4.208000183105469,4.300000190734863,4.323999881744385,4.1479997634887695,297000
2015-02-17,2015-02-17,4.122000217437744,4.283999919891357,4.283999919891357,4.053999900817871,136000
2015-02-18,2015-02-18,4.070000171661377,4.150000095367432,4.184000015258789,4.0320000648498535,122500
2015-02-19,2015-02-19,4.044000148773193,4.038000106811523,4.1479997634887695,3.9600000381469727,190500
2015-02-20,2015-02-20,4.1620001792907715,4.090000152587891,4.208000183105469,4.039999961853027,250500
2015-02-23,2015-02-23,4.139999866485596,4.210000038146973,4.216000080108643,4.084000110626221,116000
2015-02-24,2015-02-24,4.119999885559082,4.22599983215332,4.4039998054504395,4.053999900817871,408000
2015-02-25,2015-02-25,4.105999946594238,4.0980000495910645,4.190000057220459,4.001999855041504,384000
2015-02-26,2015-02-26,4.199999809265137,4.047999858856201,4.320000171661377,4.047999858856201,348500
2015-02-27,2015-02-27,4.473999977111816,4.309999942779541,4.579999923706055,4.309999942779541,1086500
