date,date,OPEN,HIGH,LOW,CLOSE,VOLUME
2019-11-01,2019-11-01,13.0,13.0,14.079999923706055,12.75,828800.0
2019-11-04,2019-11-04,13.010000228881836,13.399999618530273,13.399999618530273,11.039999961853027,178400.0
2019-11-05,2019-11-05,13.0,12.989999771118164,13.050000190734863,11.920000076293945,70400.0
2019-11-06,2019-11-06,13.0,12.979999542236328,13.25,12.300000190734863,93100.0
2019-11-07,2019-11-07,13.0,12.989999771118164,13.010000228881836,12.619999885559082,55100.0
2019-11-08,2019-11-08,13.0,13.039999961853027,13.140000343322754,12.75,34000.0
2019-11-11,2019-11-11,12.930000305175781,12.829999923706055,13.100000381469727,12.75,15400.0
2019-11-12,2019-11-12,13.0,12.989999771118164,13.010000228881836,12.619999885559082,17800.0
2019-11-13,2019-11-13,13.0,12.920000076293945,13.300000190734863,12.720000267028809,57200.0
2019-11-14,2019-11-14,13.0,12.699999809265137,13.100000381469727,12.699999809265137,12200.0
2019-11-15,2019-11-15,13.010000228881836,13.0,13.100000381469727,12.670000076293945,5600.0
2019-11-18,2019-11-18,13.0,12.75,13.010000228881836,12.020000457763672,17900.0
2019-11-19,2019-11-19,13.0,12.779999732971191,13.050000190734863,12.779999732971191,21400.0
2019-11-20,2019-11-20,12.979999542236328,12.800000190734863,13.0,12.720000267028809,8000.0
2019-11-21,2019-11-21,13.140000343322754,12.8100004196167,13.300000190734863,12.8100004196167,8000.0
2019-11-22,2019-11-22,13.060999870300293,13.050000190734863,13.36299991607666,13.0,10000.0
2019-11-25,2019-11-25,13.09000015258789,13.0600004196167,13.210000038146973,13.0,6500.0
2019-11-26,2019-11-26,13.071999549865723,13.0,13.109999656677246,12.880000114440918,5100.0
2019-11-27,2019-11-27,12.680000305175781,12.800000190734863,13.050000190734863,12.600000381469727,10400.0
2019-11-29,2019-11-29,12.864999771118164,12.329999923706055,13.069999694824219,12.329999923706055,3500.0
2019-12-02,2019-12-02,13.149999618530273,12.359999656677246,13.739999771118164,12.220000267028809,47900.0
2019-12-03,2019-12-03,12.8100004196167,12.720000267028809,13.149999618530273,12.640000343322754,8900.0
2019-12-04,2019-12-04,13.121000289916992,12.692999839782715,13.149999618530273,12.239999771118164,14600.0
2019-12-05,2019-12-05,12.850000381469727,12.760000228881836,13.279999732971191,12.678000450134277,18000.0
2019-12-06,2019-12-06,13.5,12.859999656677246,13.722000122070312,12.859999656677246,9700.0
2019-12-09,2019-12-09,14.520000457763672,13.350000381469727,14.850000381469727,13.350000381469727,21300.0
2019-12-10,2019-12-10,15.913000106811523,14.520000457763672,15.913000106811523,14.520000457763672,10000.0
2019-12-11,2019-12-11,15.800000190734863,15.779999732971191,15.800000190734863,14.510000228881836,9400.0
2019-12-12,2019-12-12,15.130000114440918,15.779999732971191,15.920000076293945,14.666999816894531,8600.0
2019-12-13,2019-12-13,14.630000114440918,15.180000305175781,15.180000305175781,14.630000114440918,3700.0
2019-12-16,2019-12-16,13.010000228881836,14.630000114440918,14.899999618530273,13.010000228881836,12600.0
2019-12-17,2019-12-17,15.520000457763672,14.199999809265137,15.520000457763672,13.210000038146973,33400.0
2019-12-18,2019-12-18,14.170000076293945,14.119999885559082,15.239999771118164,14.060999870300293,6800.0
2019-12-19,2019-12-19,13.680000305175781,14.180000305175781,14.663999557495117,13.520000457763672,13400.0
2019-12-20,2019-12-20,14.850000381469727,14.312000274658203,14.989999771118164,14.038999557495117,9500.0
2019-12-23,2019-12-23,14.899999618530273,14.760000228881836,14.989999771118164,14.760000228881836,2700.0
2019-12-24,2019-12-24,15.380000114440918,14.13599967956543,15.380000114440918,14.13599967956543,4700.0
2019-12-26,2019-12-26,15.449999809265137,15.3100004196167,15.520000457763672,15.260000228881836,10700.0
2019-12-27,2019-12-27,15.414999961853027,14.562999725341797,15.449999809265137,14.562999725341797,2800.0
